"id","tmdb_id","imdb_id","title","plot","content_rating_id","viewers_rating","release_year","akas","watchmode_id"
170,"657",NULL,"From Russia with Love","Agent 007 is back in the second installment of the James Bond series, this time battling a secret crime organization known as SPECTRE. Russians Rosa Klebb and Kronsteen are out to snatch a decoding device known as the Lektor, using the ravishing Tatiana to lure Bond into helping them. Bond willingly travels to meet Tatiana in Istanbul, where he must rely on his wits to escape with his life in a series of deadly encounters with the enemy.",NULL,"7.1",1963,"",""
179,"26389",NULL,"From Paris with Love","James Reese has a good job as an ambassador's aid in France, but his real passion is a side gig—working in a minor role in the CIA. He would love to be a full-fledged agent and can't believe his luck when he lands an assignment with Charlie Wax. Trigger-happy Charlie soon has James crying for his desk job, but when he learns that the same guys they're trying to catch are after him, James realises that Charlie may be his only hope of survival.",NULL,"6.3",2010,"",""
180,"568160",NULL,"Weathering with You","The summer of his high school freshman year, Hodaka runs away from his remote island home to Tokyo, and quickly finds himself pushed to his financial and personal limits. The weather is unusually gloomy and rainy every day, as if taking its cue from his life. After many days of solitude, he finally finds work as a freelance writer for a mysterious occult magazine. Then, one day, Hodaka meets Hina on a busy street corner. This bright and strong-willed girl possesses a strange and wonderful ability: the power to stop the rain and clear the sky.",NULL,"8.0",2019,"",""
181,"1352149",NULL,"Hasan Minhaj: Off with His Head","Hasan Minhaj delivers an unapologetic stand-up set about midlife identity struggles, race relations, political divides — and that fact-checking scandal.",NULL,"6.8",2024,"",""
182,"518068",NULL,"Along with the Gods: The Last 49 Days","As the deceased soul Ja-hong and his three afterlife guardians prepare for their remaining trials for reincarnation, the guardians soon come face to face with the truth of their tragic time on Earth 1,000 years earlier.",NULL,"8.1",2018,"",""
183,"10661",NULL,"You Don't Mess with the Zohan","An Israeli counterterrorism soldier with a secretly fabulous ambition to become a Manhattan hairstylist. Zohan's desire runs so deep that he'll do anything -- including faking his own death and going head-to-head with an Arab cab driver -- to make his dreams come true.",NULL,"5.7",2008,"",""
199,"946310",NULL,"Pirates Down the Street II: The Ninjas from Across","The pirates feel right at home in Sandborough, but the atmosphere cools right down when the ninjas come to live in the street. After all, pirates and ninjas are sworn enemies!  While pirate captain Hector Blunderbuss struggles to get rid of his new neighbours, son Billy and ninja daughter Yuka become friends. The pirates challenge the ninjas to the ultimate battle at the village's annual hexathlon. Who will win the match? Ninjas are faster and more agile of course, but pirates are the best cheats in all of the seven seas...",NULL,"6.5",2022,"",""
200,"1362648",NULL,"The Initiated: Written from the Shadows","The formerly revered journalist Frank Molina finds himself in hiding, with his career shattered. However, he continues to write anonymously hidden in the shadows. Frank’s sense of calm is abruptly interrupted when a pair of severed eyes and a blood-soaked note appear at his door. As the number of victims increases, Frank will need to unblock his traumatic past if he seeks to find the killer.",NULL,"6.3",2024,"",""
201,"1288575",NULL,"Bila Esok Ibu Tiada","It tells the story of a family with four children consisting of 1 boy and 3 girls. The four children are very dependent on their parents, especially their mother. Until one day, these four siblings had to accept the fate of their mother's passing.",NULL,"6.5",2024,"",""
202,"492105",NULL,"New Golden Lotus III","3rd episode of a serie of 5. Chinny is stuck in a marriage with a disgusting midget, but is seduced and tricked into becoming the fifth concubine of sexy official Simon Hsin. While Chinny is mistreated by the other concubines, Simon has affairs with anything that movies, poisons Chinny's husband, and imprisons her brother-in-law. It soon becomes apparent that this is Simon's M.O. when he steals another man's wife and kills him as well",NULL,"6.0",1996,"",""
203,"1046183",NULL,"I Am Kathalan","How many servers would you hack for love? What started as a silly attempt to win back his girlfriend turns into a dangerous game of revenge for Vishnu, risking everything he cherishes.",NULL,"6.7",2024,"",""
204,"1287717",NULL,"Do Not Enter","Two working class youtubers ‘in the making’ enter an abandoned mansion to get their basketball back, and get lost inside while pranking each other. They record their ‘quick adventure’ with their phones for their audience, and tweak it with a fake phantom appearance to attract more followers to their YouTube channel. When uploaded the video goes viral, so they start a challenge: if the video reaches a certain number of views, they will enter the house again, at night, alone, totally unprotected. As fans react positively, they will do as promised, not only to discover and unveil the true nature of the place and their inhabitants, but to realize they might not be among the living anymore. Which opens a question - how far would you go to be famous?",NULL,"7.5",2024,"",""
205,"467405",NULL,"Don't Sleep","After moving into a cottage together, two young lovers confront horrors of a forgotten childhood.",NULL,"5.5",2017,"",""
206,"1063877",NULL,"Don't Move","A grieving woman in a secluded forest encounters a killer who injects her with a paralytic drug. As her body shuts down, her fight for survival begins.",NULL,"6.4",2024,"",""
207,"997391",NULL,"RDX: Robert Dony Xavier","Once-menacing, anger fueled, trained martial arts fighters Robert, Dony and Xavier settle down to peaceful lives, after a significant event prompts them. Fate orchestrates their reunion and return from exile to their fighting ways, when their history linger ominously and one of them faces a violent attack.",NULL,"6.8",2023,"",""
208,"1331375",NULL,"Dominique","Dominique, a well-trained assassin, flees from her troubled past in an attempt to begin a new life in South America. However, she soon finds herself in a town plagued with violence and corruption. Facing brutal attacks from the police and mafia, Dominique must decide whether to protect herself or an innocent family that has taken her in.",NULL,"7.4",2024,"",""
210,"428115",NULL,"Two","Bahman (Parviz Parastui) returns from Europe to put his late father's house in order. The maid, Pari (Mahtab Nasirpour), hired by Bahman's cousin, arrives to help him out. Hired against his will, he finds her intrusion annoying. When Pari needs his help, the isolated Bahman must decide whether to get involved. Pari’s life is complicated and her friendship with the young, unruly Samaneh, may be her downfall. Soheila Golestani's directorial debut is a beautifully shot and thought-provoking triumph.",NULL,"4.5",2016,"",""
211,"81774",NULL,"Exploits of a Young Don Juan","In 1914, sixteen year old Roger returned home from boarding school during vacation to find his puberty hit hard in a house filled with beautiful women. These women have previous engagements with other men who are away, and during this time, Roger impregnates them all, including his aunt and sister, then devises plans to cuckold the men.",NULL,"5.7",1986,"",""
212,"446315",NULL,"Do","""Dominique ? Oh yeah, you mean Do. Great guy. Works with the homeless. Energy to burn. Don't know what he does with himself during the day, but . . . who cares, right? Do's a good guy. A good guy.""",NULL,"8.8",2014,"",""
213,"938",NULL,"For a Few Dollars More","Two bounty hunters both pursue a brutal and sadistic bandit of the name El Indio who has a massive bounty on his head.",NULL,"8.0",1965,"",""
214,"1016346",NULL,"MR-9: Do or Die","Elite Bangladeshi CIA agent Masud Rana – codename MR-9 – teams up with an American CIA operative to bring down an international criminal organization headed by a ruthless businessman.",NULL,"6.5",2023,"",""
215,"439",NULL,"La Dolce Vita","Episodic journey of journalist Marcello who struggles to find his place in the world, torn between the allure of Rome's elite social scene and the stifling domesticity offered by his girlfriend, all the while searching for a way to become a serious writer.",NULL,"8.1",1960,"",""
216,"1209217",NULL,"Case Closed: The Million-Dollar Pentagram","A message has arrived from Kid the Phantom Thief, that he will steal a Japanese sword belonging to wealthy Onoe Family in Hakodate, Hokkaido. Conan and Heiji Hattori, who happened to be in Hakodate, are on the case to capture Kid. Coincidentally the family lawyer of Onoe is found murdered in the warehouse district, apparently slaughtered by a Japanese sword. The suspect is an investor/arms dealer who is said to be after Onoe family’s hidden treasure. In the North among cherry blossoms, the exciting hunt for treasure begins!",NULL,"6.8",2024,"",""
223,"1041317",NULL,"Battle for the Western Front","Inspired by Canuck WWI flying ace Billy Bishop, two young soldiers crash the front lines in August 1918. With the Allies detained, their platoon must desperately hold out alongside legendary Anishinaabe sniper Francis ""Peggy"" Pegahmagabow.",NULL,"4.3",2022,"",""
218,"1086591",NULL,"Rascal Does Not Dream of a Knapsack Kid","Finally, the day of Mai's high school graduation has arrived. While Sakuta eagerly waits for his girlfriend, an elementary schooler who looks exactly like her appears before him. Suspicious, and for all the wrong reasons... Meanwhile, Sakuta and Kaede's father suddenly calls, saying that their mother wants to see her daughter. She was hospitalized because Kaede's condition had been too much for her to bear, so what could she possibly want now?",NULL,"7.7",2023,"",""
219,"172760",NULL,"China Dolls","Tong catches Chiu attempting to rape his wife May (Amy Yip). They scuffle and Tong shoots Chiu dead with Chiu's gun. They flee but Tong is killed in a shootout with police. May begs an officer to take her child, since if he is repatriated he'll have a horrible life. So, the infant son ends up in Hong Kong separated from his mother. Six years pass and May is a hotel maid then gets forced into prostitution. She longs to see her son, who is now a young boy, maybe to fully reunite with him.",NULL,"5.1",1992,"",""
220,"37265",NULL,"All Ladies Do It","After five years of marriage, Diana discovers the joys of adultery, claiming that she can save her failing relationship through betrayal.",NULL,"4.9",1992,"",""
221,"49934",NULL,"Do You Remember Dolly Bell?","A young man grows up in Sarajevo in the 1960s, under the shadow of his good, but ailing father, and gets attracted by the world of small-time criminals.",NULL,"7.4",1981,"",""
222,"1148172",NULL,"Do Patti","A puzzling investigation leads a no-nonsense cop down a dark path involving the vicious rivalry between twin sisters and the volatile man they both love.",NULL,"7.0",2024,"",""
224,"1025596",NULL,"Blood for Dust","Reckless Ricky makes serious money dealing illegal weapons throughout the tri-state area and loves to flaunt it. Traveling salesman Cliff, covers the same territory Ricky runs guns through. Desperate to find some financial relief for his struggling family, Cliff agrees to partner with Ricky, to commit cross-state drug and gun deliveries for a mid-level American cartel boss John. When a simple exchange turns into a bloodbath after Ricky kills everyone in a territory grab, the pair find themselves in a pressure cooker situation where unlikely drug dealer Cliff must fight as hard as he can to stay alive.",NULL,"5.6",2024,"",""
225,"1279837",NULL,"Un/Happy for You","Two years after their breakup, a Bicolano chef on the rise reunites with his ex- girlfriend who is back in the province for a brief work visit. Still feeling bitter about their breakup, he tries to seduce her to ruin her engagement, only to find himself falling for her once more.",NULL,"4.5",2024,"",""
226,"966576",NULL,"The Quest for Tom Sawyer's Gold","Agatha Armstrong and her trusty sidekick Mrs. Mac were once the world’s most daring adventurers. But when her son Ant came along, everything quickly changed and her devil-may-care ways took a backseat to being over-protective and terrified of anything that posed a risk to her family.",NULL,"5.1",2023,"",""
227,"1211483",NULL,"Skal: Fight for Survival","My name's Arthur, a huge Internet star who's just hit 3 million subs. While in the midst of throwing an epic party to celebrate, the universe had the balls to bring on the effing apocalypse and cut my night short. What was supposed to be a perfect hangover, has turned into an epic fight for survival.",NULL,"5.5",2023,"",""
228,"1186532",NULL,"The Forge","19 year old Isaiah Wright lives for basketball and video games. A year out of high school, he has no job, no plans, and no idea how to be a man. At odds with his single mother Cynthia, Isaiah is given an ultimatum – to step up or move out. Feeling the pull from his friends and the push from his mom, Isaiah is hired by Moore Fitness, unaware of how the owner will personally impact his life. With the prayers of his mother and unexpected guidance from his new mentor, Isaiah is forced to deal with his past, sacrifice his selfishness and discover how God might have a greater purpose for his life.",NULL,"8.2",2024,"",""
229,"283366",NULL,"Miss Peregrine's Home for Peculiar Children","A teenager finds himself transported to an island where he must help protect a group of orphans with special powers from creatures intent on destroying them.",NULL,"6.8",2016,"",""
231,"359724",NULL,"Ford v Ferrari","American car designer Carroll Shelby and the British-born driver Ken Miles work together to battle corporate interference, the laws of physics, and their own personal demons to build a revolutionary race car for Ford Motor Company and take on the dominating race cars of Enzo Ferrari at the 24 Hours of Le Mans in France in 1966.",NULL,"8.0",2019,"",""
232,"1363015",NULL,"I Crossed Earth for Animation Trivia","Follow along as “budding YouTuber” Jack Carlin makes the hilariously unnecessary trip to the UK (over 3,000 miles) for a single day in order to compete in an animation quiz.",NULL,"0.0",2024,"",""
233,"11237",NULL,"Anacondas: The Hunt for the Blood Orchid","The blood orchid - a rare flower that could hold the secret of eternal life and be worth a fortune to the company that finds it first. Led by a pharmaceutical research team, a scientific expedition sets out to go and explore deep into the jungles of Borneo to locate and bring back samples of the legendary plant. Battling through rainstorms to make their way upriver, the group encounters poisonous insects and a ferocious crocodile, only to discover they're being stalked by an even greater danger: a gathering of giant anacondas. Heat-sensing, fifty-foot-long flesh eaters that will go after anyone that crosses in their path.",NULL,"5.5",2004,"",""
234,"752",NULL,"V for Vendetta","In a world in which Great Britain has become a fascist state, a masked vigilante known only as “V” conducts guerrilla warfare against the oppressive British government. When V rescues a young woman from the secret police, he finds in her an ally with whom he can continue his fight to free the people of Britain.",NULL,"7.9",2006,"",""
235,"281338",NULL,"War for the Planet of the Apes","Caesar and his apes are forced into a deadly conflict with an army of humans led by a ruthless Colonel. After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind. As the journey finally brings them face to face, Caesar and the Colonel are pitted against each other in an epic battle that will determine the fate of both their species and the future of the planet.",NULL,"7.2",2017,"",""
236,"10192",NULL,"Shrek Forever After","A bored and domesticated Shrek pacts with deal-maker Rumpelstiltskin to get back to feeling like a real ogre again, but when he's duped and sent to a twisted version of Far Far Away—where Rumpelstiltskin is king, ogres are hunted, and he and Fiona have never met—he sets out to restore his world and reclaim his true love.",NULL,"6.4",2010,"",""
237,"505642",NULL,"Black Panther: Wakanda Forever","Queen Ramonda, Shuri, M’Baku, Okoye and the Dora Milaje fight to protect their nation from intervening world powers in the wake of King T’Challa’s death.  As the Wakandans strive to embrace their next chapter, the heroes must band together with the help of War Dog Nakia and Everett Ross and forge a new path for the kingdom of Wakanda.",NULL,"7.1",2022,"",""
238,"459003",NULL,"Mavka: The Forest Song","Mavka, a Soul of the Forest, faces an impossible choice between love and her duty as Guardian of the Heart of the Forest when she falls for a human, a talented young musician named Lukas.",NULL,"7.2",2023,"",""
239,"38700",NULL,"Bad Boys for Life","Marcus and Mike are forced to confront new threats, career changes, and midlife crises as they join the newly created elite team AMMO of the Miami police department to take down the ruthless Armando Armas, the vicious leader of a Miami drug cartel.",NULL,"7.1",2020,"",""
240,"23823",NULL,"Wrong Turn 3: Left for Dead","A group of people find themselves trapped in the backwoods of West Virginia, fighting for their lives against a group of vicious and horribly disfigured inbred cannibals.",NULL,"5.7",2009,"",""
241,"887580",NULL,"You Can Live Forever","When Jaime, a gay teenager, is sent to live in a community of Jehovah's Witnesses in small-town Quebec, she falls madly in love with a devout Witness girl. The two embark on an intense affair with consequences that will reshape the rest of their lives.",NULL,"6.6",2023,"",""
263,"725","tt7772588","For All Mankind"," ",147,NULL,2019,"For All Mankind (2019) ",NULL
264,"801","tt0109830","Forrest Gump"," ",148,NULL,1994,"Forrest Gump (1994) ",NULL
265,"288","tt1950186","Ford v Ferrari"," ",149,NULL,2019,"Ford v Ferrari (2019) ",NULL
266,"105","tt0800039","Forgetting Sarah Marshall"," ",150,NULL,2008,"Forgetting Sarah Marshall (2008) ",NULL
267,"15","tt0082398","For Your Eyes Only"," ",151,NULL,1981,"For Your Eyes Only (1981) ",NULL
242,"74513",NULL,"Special Forces","Afghanistan. War correspondent Elsa Casanova is taken hostage by the Taliban. Faced with her imminent execution, a Special Forces unit is dispatched to free her. In some of the world’s most breathtaking yet hostile landscapes, a relentless pursuit begins between her kidnappers who have no intention of letting their prey escape them and a group of soldiers who risk their lives in pursuit of their single aim – to bring her home alive. This strong, independent woman and these men of duty are thrown together and forced to confront situations of great danger that inextricably bind them – emotionally, violently and intimately.",NULL,"6.7",2011,"",""
243,"424871",NULL,"Right","A playful study of one of the U.S.A.'s most ubiquitous symbols, and an attempt to re-invent it as a thing of problematic beauty. Overlayed on top of the imagery are snippets of an email exchange I had with a person who was and remains a staunch apologist for the Bush administration's hundreds of lies leading up to the 2003 U.S. invasion of Iraq, as well as for the administration's many other crimes, corruptions and failings.",NULL,"0.0",2008,"",""
244,"891894",NULL,"Right","What is right, but wrong.",NULL,"0.0",2021,"",""
245,"808625",NULL,"Right!","There are people who think it is more important to choose a philosophical side or team and to stick to its fundamentals, rather than allow free thinking and debate.",NULL,"0.0",2006,"",""
246,"13310",NULL,"Let the Right One In","Oskar is a bullied 12 year-old boy, longing to extract revenge on his tormentors but unable to build the courage to do it himself. But then he meets a girl called Eli, who gives him the strength he's been looking for. But Eli is not all she seems to be...",NULL,"7.5",2008,"",""
247,"66212",NULL,"Righting Wrongs","Jason Chan, a Hong Kong lawyer, is angry at the way the law protects criminals and decides to take the law into his own hands, dishing out vigilante justice when a key witness and his entire family are murdered. But hotshot cop Cindy Si is soon on Chan's case, and the situation unravels into a fight that only a few will survive.",NULL,"7.7",1986,"",""
248,"390832",NULL,"Fafner in the Azure: Right of Left -Single Program-","Yumi Ikoma and Ryou Masaoka are children who have been selected to take part in a top secret mission, to be the pilots of the first Fafner combat units; the last chance of survival for the human race. The enemy is ruthless, remorseless and is able to read the minds of humans. Therefore, the details of this mission are kept a secret even from the personnel involved. The young pilots must use all their courage and faith in order to survive and complete their mission or the fate of mankind would be compromised.",NULL,"6.3",2005,"",""
249,"1227816",NULL,"Red Right Hand","Cash is trying to live a quiet, honest life in a small Appalachian town. When a vicious crime boss forces him back into her services, he soon learns he's capable of anything -- even killing -- to protect his family and his home.",NULL,"6.9",2024,"",""
250,"395181",NULL,"Finding Mr. Right 2","Continuing the story of Beijing Meets Seattle I from 2013, the new movie has the couple fall in love again.",NULL,"5.8",2016,"",""
251,"188183",NULL,"Finding Mr. Right","When Jiajia, a young woman in Beijing who lives a luxurious life provided by her wealthy boyfriend, gets pregnant, she goes to the United States, hoping that the baby will be born an American citizen. There she meets Frank who offers help and makes her think twice about who her Mr. Right really is.",NULL,"6.4",2013,"",""
252,"1109946",NULL,"I'll Be Right There","Wanda wants to take care of everyone in her life. She barely has time for herself, not that she would know what to do with it anyway.",NULL,"4.9",2024,"",""
253,"354275",NULL,"Right Now, Wrong Then","Chun-su arrives in Suwon one day earlier than scheduled. He has a special lecture to give the next day. Chun-su decides to visit a palace and meets Hee-jung there. Hee-jung is a painter and she lets Chun-su see her workroom with her paintings. In the evening, they go out eat and drink together. There, Chun-su reveals something unexpected to Hee-jung.",NULL,"7.0",2015,"",""
254,"573910",NULL,"Ray Romano: Right Here, Around the Corner","Ray Romano cut his stand-up teeth at the Comedy Cellar in New York. Now, in his first comedy special in 23 years, he returns to where it all began.",NULL,"6.7",2019,"",""
255,"41198",NULL,"Turn Left, Turn Right","An aspiring violinist and a professional translator live parallel lives and appear to be perfect for each other, but somehow fate seems to keep them apart. Living in different units of the same apartment building, they never meet, because when they leave, one turns left, and one turns right.",NULL,"7.2",2003,"",""
256,"1312453",NULL,"Everything will be okey, right?","""Everything will be okey, right?"" is a drama-series about Maria, who is trapped in a psychologically abusive relationship with her boyfriend Sander. She finds security in her childhood friend Erik, who secretly harbors feelings for her. The series explores Maria's inner struggle between the destructive and the safe, as well as challenges around love, friendship and difficult choices.",NULL,"0.0",2024,"",""
257,"1375594",NULL,"I'm Right Here, Mama","A profoundly moving documentary that delves into the depths of grief and the relentless pursuit of inner peace. The film offers a raw and intimate look into the life of Christi Bundukamara, following her through 45 days of her grief journey - a significant and recurring number in her life.",NULL,"0.0",2024,"",""
258,"1150211",NULL,"Right to Fight","In their day, Marian 'Lady Tyger' Trimiar, Cathy 'Cat' Davis and 'Pretty' Pat Pineda were famous, earning headlines as they battled against sexist 1970s society for the right to fight. But today, they live anonymously, and in many cases, in poverty - their groundbreaking contributions to sport ignored by the men who've written boxing history. This feature documentary uncovers the hidden origins of women's boxing, and the remarkable story of the pioneering women who put their lives of the line to earn the right to fight each other in the ring. This is an inspirational story, but it is not a hagiography - the narrative takes dark and surprising twists and turns as the women's stories unfold in unexpected ways.",NULL,"8.0",2023,"",""
259,"333385",NULL,"Mr. Right","A girl falls for the ""perfect"" guy, who happens to have a very fatal flaw: he's a hitman on the run from the crime cartels who employ him.",NULL,"6.5",2016,"",""
260,"1346709",NULL,"RM: Right People, Wrong Place","Chronicles artist RM's eight-month production of his second solo album, “Right Place, Wrong Person,” while candidly recording the endless concerns of the person Kim Namjoon, and the things he immerses himself in and loves.",NULL,"0.0",2024,"",""
261,"1370483",NULL,"David Goloschekin. The Right To Inprovise","David Goloshchekin speaks about his music and composing. How is jazz music created, and how does it differ from other styles? What is the process from an initial idea to performing compositions on stage? How is the interaction with performers established? How does individual personality shape the sound of a composition?",NULL,"0.0",2024,"",""
262,"55765",NULL,"Righteous Ties","After learning his boss betrayed him, a mob lackey plans to break out of prison and take revenge.",NULL,"6.4",2006,"",""
273,"7056","tt0049223","Forbidden Planet"," ",157,NULL,1956,"Forbidden Planet (1956) ",NULL
275,"8755","tt0119217","Good Will Hunting"," ",159,NULL,1997,"Good Will Hunting (1997) ",NULL
276,"8990","tt6470478","The Good Doctor"," ",160,NULL,2017,"The Good Doctor (2017) ",NULL
277,"9513","tt1869454","Good Omens"," ",161,NULL,2019,"Good Omens (2019) ",NULL
278,"9931","tt4955642","The Good Place"," ",162,NULL,2016,"The Good Place (2016) ",NULL
279,"5112","tt6474378","Good Girls"," ",163,NULL,2018,"Good Girls (2018) ",NULL
280,"9472","tt1442462","The Good Wife"," ",164,NULL,2009,"The Good Wife (2009) ",NULL
281,"8227","tt30319516","Good One"," ",165,NULL,2024,"Good One (2024) ",NULL
282,"6233","tt0060196","The Good, the Bad and the Ugly"," ",166,NULL,1966,"The Good, the Bad and the Ugly (1966) ",NULL
295,"12345","tt0468569","The Dark Knight","Batman faces off against the Joker, a criminal mastermind who wants to create chaos in Gotham City.",106,"9.0",2008,"","12345"
296,"67890","tt1375666","Inception","A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a CEO.",105,"8.8",2010,"","67890"
297,"11223","tt0120338","Titanic","A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic.",107,"7.8",1997,"","11223"
298,"44556","tt0133093","The Matrix","A computer hacker learns from mysterious rebels about the true nature of his reality and his role in the war against its controllers.",106,"8.7",1999,"","44556"
299,"78901","tt4154796","Avengers: Endgame","After the devastating events of Avengers: Infinity War, the Avengers must assemble once again to undo the damage caused by Thanos.",105,"8.4",2019,"","78901"
